review_id,stars,date,year_month,raw_text,clean_text,raw_text_length,themes
nqhtm_Cp1uw2_UnFYrfaNg,4,2016-08-02 21:31:04,2016-08,"This Starbucks is right where I work so I stop by frequently.  Service is consistently friendly and nice.   Obviously it depends on the hour how busy it is thus how wiped off tables could be, how prepared ya gotta be upon being the next customer helped, etc.  Nothing to complain about. Have always been served well!","this starbucks is right where i work so i stop by frequently. service is consistently friendly and nice. obviously it depends on the hour how busy it is thus how wiped off tables could be, how prepared ya gotta be upon being the next customer helped, etc. nothing to complain about. have always been served well!",316,FAILED
_GnsBFUt4fk6kevIDfWUAQ,2,2014-07-09 18:04:44,2014-07,"Generally I go to the Starbucks close to work, not home. But I was in the mood for a tea on my day off. I am a generally happy person and get along with everyone in service, as I understand that it's not the best job. I, however, expect at least somewhat friendly service. I went into this location yesterday and there was a familiar face mopping the floor. I apologized that I was interrupting her and that I could order from afar so I didn't mess anything up. She very rudely responded ""Well you're going to have to pay, aren't you?"". I don't think that was called for at all, so I walked to the counter where she made minimal eye contact and continued being sassy with her co worker.  As for my drink, it was Starbucks. Nothing more or less.","generally i go to the starbucks close to work, not home. but i was in the mood for a tea on my day off. i am a generally happy person and get along with everyone in service, as i understand that it's not the best job. i, however, expect at least somewhat friendly service. i went into this location yesterday and there was a familiar face mopping the floor. i apologized that i was interrupting her and that i could order from afar so i didn't mess anything up. she very rudely responded ""well you're going to have to pay, aren't you?"". i don't think that was called for at all, so i walked to the counter where she made minimal eye contact and continued being sassy with her co worker. as for my drink, it was starbucks. nothing more or less.",744,FAILED
Hy41rHzZYDPo0a4lhPoJ9g,5,2018-08-24 04:19:13,2018-08,"5/5 stars! Great service and fast ordering! And in a decent area. And most of all, employees seem to really prioritize customers from the Starbucks mobile app. That's a plus+","5/5 stars! great service and fast ordering! and in a decent area. and most of all, employees seem to really prioritize customers from the starbucks mobile app. that's a plus+",174,FAILED
W-7MTE0BvhFBO1uYJTxSvQ,5,2017-12-24 16:55:36,2017-12,"This is by far the best Starbucks in the region. The staff is friendly, quick and accurate. The outdoor seating and dog friendly atmosphere makes it fun.","this is by far the best starbucks in the region. the staff is friendly, quick and accurate. the outdoor seating and dog friendly atmosphere makes it fun.",153,FAILED
hot9wvEtSa5tQr4doLcwaw,3,2018-09-06 04:58:00,2018-09,I love my iced caramel maciato it's a wonderful way to treat myself especially after going to the gym with matches after the gym I like to stop by the mornings and sometimes after work I don't drink coffee too much but when I do Starbucks is the place for me. It's nice I love the fact that they not only so different types of coffee is whether it's iced hot or the wonderful balloons they also have cakes breakfast sandwiches and different types of snacks this location is always busy but they're pretty quick to get you in and out without many mistakes got a love Starbucks,i love my iced caramel maciato it's a wonderful way to treat myself especially after going to the gym with matches after the gym i like to stop by the mornings and sometimes after work i don't drink coffee too much but when i do starbucks is the place for me. it's nice i love the fact that they not only so different types of coffee is whether it's iced hot or the wonderful balloons they also have cakes breakfast sandwiches and different types of snacks this location is always busy but they're pretty quick to get you in and out without many mistakes got a love starbucks,575,FAILED
QEjUZwKLn5JPecF5G_e3qg,4,2019-11-10 20:03:20,2019-11,"I love this location, it's my go to! All of the baristas are always friendly, patient and my orders are always right!","i love this location, it's my go to! all of the baristas are always friendly, patient and my orders are always right!",117,FAILED
aQOuSKgVy4oqMLyWmnp8pw,5,2019-04-30 16:37:24,2019-04,"This Starbucks has great service and always gets my order correct. I ordered the mango dragonfruit refresher and it is by far the best non-caffeinated  drink I've gotten from Starbucks. It isn't too sweet and its flavors are the epitome of fresh! If you get a chance don't hesitate to give this place and drink a try, you won't be disappointed!","this starbucks has great service and always gets my order correct. i ordered the mango dragonfruit refresher and it is by far the best non-caffeinated drink i've gotten from starbucks. it isn't too sweet and its flavors are the epitome of fresh! if you get a chance don't hesitate to give this place and drink a try, you won't be disappointed!",344,FAILED
qddNTZpAbPYoDbfBuV3DNA,5,2018-01-12 18:21:38,2018-01,"I absolutely love this Starbucks. I have been going to this location for years and the customer service has always been great. The wait times can get long, but I always know that the staff is trying their best to get everyone their drinks. If I'm in a rush, I always do a mobile order and conveniently enough they just added parking by the front of the store for mobile orders only. The mobile ordering is super easy and I am in and out of the store so quickly. I highly recommend giving it a try!","i absolutely love this starbucks. i have been going to this location for years and the customer service has always been great. the wait times can get long, but i always know that the staff is trying their best to get everyone their drinks. if i'm in a rush, i always do a mobile order and conveniently enough they just added parking by the front of the store for mobile orders only. the mobile ordering is super easy and i am in and out of the store so quickly. i highly recommend giving it a try!",497,FAILED
OnXbpeND2M20_uDsAT17wA,5,2012-06-07 01:01:09,2012-06,Ask for Kip at the drive thru.  He makes a fabulous cup of coffee!!!  I would know.  I go way too often.,ask for kip at the drive thru. he makes a fabulous cup of coffee!!! i would know. i go way too often.,104,FAILED
96HrhOHrwO4a_f6jAwrFkw,1,2018-02-12 06:00:03,2018-02,"I have let Starbucks now at least two or three times that they do not get my order right. I have to have decaf because it adversely affects my leaky heart valves and today was the last time I will ever go there. Again, loaded with caffeine and I waited patiently for the high heart rate and shaky feeling to pass. Almost went to Urgent Care. Just ridiculous that when asked about whether or not my coffee is decaf, they always say yes it is when it is not. I also let them know that it is a medical problem and I need decaf yet it is never remedy. The next time Starbucks will get my urgent care bill","i have let starbucks now at least two or three times that they do not get my order right. i have to have decaf because it adversely affects my leaky heart valves and today was the last time i will ever go there. again, loaded with caffeine and i waited patiently for the high heart rate and shaky feeling to pass. almost went to urgent care. just ridiculous that when asked about whether or not my coffee is decaf, they always say yes it is when it is not. i also let them know that it is a medical problem and i need decaf yet it is never remedy. the next time starbucks will get my urgent care bill",600,FAILED
dzd7hUyEdy-F2tvxsCDU2Q,5,2019-07-10 12:13:12,2019-07,Starbucks Carpenteria near freeway excellent  Baristas excellent thumbs up here. Great old music to download oldies love it. Keep it up guys!!,starbucks carpenteria near freeway excellent baristas excellent thumbs up here. great old music to download oldies love it. keep it up guys!!,142,FAILED
74JLlDw_JmawFMJemc80ZQ,3,2019-06-16 23:23:42,2019-06,"I've been to this location about a dozen times. My husband and I enjoy going in on a rainy day and reading for a bit. The inside it pretty big and they have outdoor seating but it's usually pretty crowded. Unfortunately the last 2/3 visits have been negative. We stopped on a Sunday morning before church and went in because the drive-thru line was super long. I ordered the same thing for both myself and my husband. It took 15 minutes for our drinks to come out. Not kidding. I requested the drinks have sugar-free syrup because of dietary restrictions. We rushed out once the drinks were made and didn't try them until we got to our car and were out of the parking lot. One of the drinks was SF and the other wasn't. We had to throw the one with regular syrup away and couldn't go back because our drinks took so long. The woman who made them was clearly flustered because they were super busy but she made them back-to-back. That mistake shouldn't have been made.  Fast forward to this morning at 6:50 am. No one was in the drive-thru. I ordered my drink (the same one that was messed up previously) and gave the woman my money. A man made my drink and set it on the counter and then went to the back, I think. The woman also disappeared. Literally. FOUR MINUTES PASSED and my drink was sitting there. She came back to take someone else's order in the drive-thru and then proceeded to get a cup and start making their drink. I kindly said ""excuse me, I have somewhere I need to be. Can you please give me my drink?"" She didn't say anything and just handed it to be. I was in shock. I'm not kidding when I say it was four whole minutes. If I could've reached in the window and grabbed the drink myself I would have.  I tell this long story because both of these poor visits involved the same woman. A little bit older with short blonde hair. She can be very nice but tends to be a little out of it at times. I hate to call someone specific out but in both accounts she was the one to blame. I still plan on visiting this location but hope that this particular employee gets the hang of her job.","i've been to this location about a dozen times. my husband and i enjoy going in on a rainy day and reading for a bit. the inside it pretty big and they have outdoor seating but it's usually pretty crowded. unfortunately the last 2/3 visits have been negative. we stopped on a sunday morning before church and went in because the drive-thru line was super long. i ordered the same thing for both myself and my husband. it took 15 minutes for our drinks to come out. not kidding. i requested the drinks have sugar-free syrup because of dietary restrictions. we rushed out once the drinks were made and didn't try them until we got to our car and were out of the parking lot. one of the drinks was sf and the other wasn't. we had to throw the one with regular syrup away and couldn't go back because our drinks took so long. the woman who made them was clearly flustered because they were super busy but she made them back-to-back. that mistake shouldn't have been made. fast forward to this morning at 6:50 am. no one was in the drive-thru. i ordered my drink (the same one that was messed up previously) and gave the woman my money. a man made my drink and set it on the counter and then went to the back, i think. the woman also disappeared. literally. four minutes passed and my drink was sitting there. she came back to take someone else's order in the drive-thru and then proceeded to get a cup and start making their drink. i kindly said ""excuse me, i have somewhere i need to be. can you please give me my drink?"" she didn't say anything and just handed it to be. i was in shock. i'm not kidding when i say it was four whole minutes. if i could've reached in the window and grabbed the drink myself i would have. i tell this long story because both of these poor visits involved the same woman. a little bit older with short blonde hair. she can be very nice but tends to be a little out of it at times. i hate to call someone specific out but in both accounts she was the one to blame. i still plan on visiting this location but hope that this particular employee gets the hang of her job.",2097,FAILED
psZvBUo-6i5oCvFiD2xkkQ,1,2017-07-13 01:25:04,2017-07,Two baristas didn't know how many pumps of sweetener went into a Trenta iced coffee.  I was charged extra for the standard pumps of sweetener.  Keep an eye on your drink as it's being made.  I get the feeling they are trying to short the customer.,two baristas didn't know how many pumps of sweetener went into a trenta iced coffee. i was charged extra for the standard pumps of sweetener. keep an eye on your drink as it's being made. i get the feeling they are trying to short the customer.,247,FAILED
W6dt8K7rA2hjnE824TDS0g,1,2012-08-15 21:23:53,2012-08,"I have been to all over the country, and have never felt I needed to write a review for one unit now.   When my friend and I walked into the place they had a large display right in the doorway [blocking everything, so clearly they would like you to see it.] with their new refreshers in a can. When I picked one up to look at it, the cashier from a distance shouted to us ""Those are gross. The ones we make are ok, but those ones are gross.""   Ummmm...OK.  We approach the counter to place our orders and the girl walks away. We stand there for several minutes waiting for someone to ask us what we wanted to order.. but nothing.   THERE WERE 7 PEOPLE WORKING BEHIND THE COUNTER.  Once we did put in the order we ended up waiting15 minutes for it. There were no drinks they needed to make in front of ours. They were all standing around talking. The funny thing there was what appeared to be a trainer behind the counter teaching a new employee to do something.  The man that ordered behind us didnt get eye contact, asked questions that were answered with short snotty answers and was treated even worse.  We overheard conversations about employees and their medications, weekend plans, hair products, etc.   I am still shocked about the lack of proffesionalism and the dirtiness of the store, but what blows me away the most is that the drinks took 15 minutes to make. I live in Chicago and watch a team of 2 take care of a line of 30 people with no problems. These 7 people couldn't get an iced drink together. GET IT TOGETHER.","i have been to all over the country, and have never felt i needed to write a review for one unit now. when my friend and i walked into the place they had a large display right in the doorway [blocking everything, so clearly they would like you to see it.] with their new refreshers in a can. when i picked one up to look at it, the cashier from a distance shouted to us ""those are gross. the ones we make are ok, but those ones are gross."" ummmm...ok. we approach the counter to place our orders and the girl walks away. we stand there for several minutes waiting for someone to ask us what we wanted to order.. but nothing. there were 7 people working behind the counter. once we did put in the order we ended up waiting15 minutes for it. there were no drinks they needed to make in front of ours. they were all standing around talking. the funny thing there was what appeared to be a trainer behind the counter teaching a new employee to do something. the man that ordered behind us didnt get eye contact, asked questions that were answered with short snotty answers and was treated even worse. we overheard conversations about employees and their medications, weekend plans, hair products, etc. i am still shocked about the lack of proffesionalism and the dirtiness of the store, but what blows me away the most is that the drinks took 15 minutes to make. i live in chicago and watch a team of 2 take care of a line of 30 people with no problems. these 7 people couldn't get an iced drink together. get it together.",1530,FAILED
1zSvzCJT4PMl08rLH0IzrQ,2,2013-11-15 22:32:17,2013-11,This location blows. Customer service was god awful. Everyone working there seemed like they hated their job. Maybe I just came at the wrong time of day (11 am) but I shant be returning ever again.,this location blows. customer service was god awful. everyone working there seemed like they hated their job. maybe i just came at the wrong time of day (11 am) but i shant be returning ever again.,197,FAILED
AHQ4LP8PlNtuq0RHFg0SnQ,3,2019-08-25 13:48:10,2019-08,There is nothing to laugh about when you gave my order to someone way behind me. Get names for orders always. The older lady who was facilitating was laughing at what happened and hugging and giving bakery to other customers who were standing with her at the opposite side. And don't forget to apologize!!! It is just basic!,there is nothing to laugh about when you gave my order to someone way behind me. get names for orders always. the older lady who was facilitating was laughing at what happened and hugging and giving bakery to other customers who were standing with her at the opposite side. and don't forget to apologize!!! it is just basic!,324,FAILED
trBcSEhYszArGp9W6S1jBw,2,2017-07-19 15:03:20,2017-07,"I love Starbucks. Forget what people say about Dunkin' Donuts--that's bilge water! I don't even drink coffee anymore, but they offer an array of herbal teas iced and hot, and lately I've been treating myself to dark chocolate-covered graham crackers. Don't judge.  That being said, I must concur with many Yelp reviewers in noting that this branch is THE most inefficient location I've ever frequented. First, although the line is routinely interminably long, only ONE register is open. Employees appear to be milling about in the background doing who knows what. True, other baristas are busy filling ridiculously complicated drink orders (""Ummmm...I'll have a half-caf iced Americano with a splash of coconut milk, a smidge of soy, and the tears of the woman behind me in line who's screaming and pulling her hair out.""), but still.   The other day, two middle-aged women conferred with the cashier for 15 minutes as I waited (uncharacteristically) my turn patiently. Were they opening an offshore bank account, transferring money from their hedge fund to checking? No; for the life of me, I have no clue what the heck was happening, despite my earnest attempts at eavesdropping. Variations of this scenario are repeated daily, but this is the location closest to me.  The workers here are very friendly, and I usually tip, but I take serious umbrage with the extremely poor service. I kind of enjoy getting worked up about stuff, so I'll totally continue to patronize this Starbucks, but still...","i love starbucks. forget what people say about dunkin' donuts--that's bilge water! i don't even drink coffee anymore, but they offer an array of herbal teas iced and hot, and lately i've been treating myself to dark chocolate-covered graham crackers. don't judge. that being said, i must concur with many yelp reviewers in noting that this branch is the most inefficient location i've ever frequented. first, although the line is routinely interminably long, only one register is open. employees appear to be milling about in the background doing who knows what. true, other baristas are busy filling ridiculously complicated drink orders (""ummmm...i'll have a half-caf iced americano with a splash of coconut milk, a smidge of soy, and the tears of the woman behind me in line who's screaming and pulling her hair out.""), but still. the other day, two middle-aged women conferred with the cashier for 15 minutes as i waited (uncharacteristically) my turn patiently. were they opening an offshore bank account, transferring money from their hedge fund to checking? no; for the life of me, i have no clue what the heck was happening, despite my earnest attempts at eavesdropping. variations of this scenario are repeated daily, but this is the location closest to me. the workers here are very friendly, and i usually tip, but i take serious umbrage with the extremely poor service. i kind of enjoy getting worked up about stuff, so i'll totally continue to patronize this starbucks, but still...",1499,FAILED
2ir1hZYCIL5uffSTWXv3MA,5,2021-08-24 10:52:22,2021-08,There are no other words i can think to describe this Starbucks other than they are AWESOME! I feel extremely welcomed every time i go there! They know my name and the people are just super sweet and kind! I love it!!!,there are no other words i can think to describe this starbucks other than they are awesome! i feel extremely welcomed every time i go there! they know my name and the people are just super sweet and kind! i love it!!!,218,FAILED
pLFyi6xDKVduvAz3XMKiJw,5,2015-03-11 22:36:04,2015-03,Super awesome baristas and also a super busy Starbucks in the AM. I probably come here at least 2-3x a week to grab a caffeine fix for myself and the office. They always get all the drinks right and are done on a timely manner. All the baristas here are friendly and usually always have someone on hand to hear food at the bar.   I just wish parking wasn't such a pain in the butt but that's not really a Starbucks issue than the property management. They do have quite a few comfy chairs to lounge at and a few tables for chit chat. The lines do get long during peak hours but the baristas can only do so much with an espresso machine.,super awesome baristas and also a super busy starbucks in the am. i probably come here at least 2-3x a week to grab a caffeine fix for myself and the office. they always get all the drinks right and are done on a timely manner. all the baristas here are friendly and usually always have someone on hand to hear food at the bar. i just wish parking wasn't such a pain in the butt but that's not really a starbucks issue than the property management. they do have quite a few comfy chairs to lounge at and a few tables for chit chat. the lines do get long during peak hours but the baristas can only do so much with an espresso machine.,636,FAILED
g75qHNHdpFQ-HpS66t7DtA,3,2020-10-16 20:17:40,2020-10,Tucson needs to keep clean  It's already bad as it is  The girl at the drive thru is respectful tho,tucson needs to keep clean it's already bad as it is the girl at the drive thru is respectful tho,99,FAILED
OjKli6-fEwPCn0O8GK81XQ,4,2020-12-29 05:52:21,2020-12,Good fast service. The staff wore facemasks and gloves.  The best part is that their Nitro machine worked.  That has been a problem at many of the stores.,good fast service. the staff wore facemasks and gloves. the best part is that their nitro machine worked. that has been a problem at many of the stores.,154,FAILED
oJa1OFaHuft46T-5OR7P0Q,2,2019-07-19 13:41:45,2019-07,"I go here to get coffee for my often and every time I'm in here I wait 10 plus minutes for a house coffee with cream in it. I live in this community and still feel as though they (the employees, which most don't even live here) treat everybody as though we are bothering them.","i go here to get coffee for my often and every time i'm in here i wait 10 plus minutes for a house coffee with cream in it. i live in this community and still feel as though they (the employees, which most don't even live here) treat everybody as though we are bothering them.",276,FAILED
78WnRQdow4-vDWNb1Ydug,5,2021-08-10 04:50:10,2021-08,"I can't believe my 3 year old knows what Starbucks is and knows what he loves to get when we visit. But he does, and it's incredibly cute when he asks to go get some ""sones"", and I can never say no.   It's pretty convenient that they're in the same building as some pediatric offices. So when we visit the pediatrician we always need a special treat to coax the cooperation out, and a quick trip to Starbucks always does the trick.  We saw the brightly colored refreshers on a sign, so that's what we got. They were super refreshing and a perfect afternoon treat. The little dude needed a snack too, so we got a petite vanilla scone and a cake pop.   Service was on point and very friendly.   Great experience.","i can't believe my 3 year old knows what starbucks is and knows what he loves to get when we visit. but he does, and it's incredibly cute when he asks to go get some ""sones"", and i can never say no. it's pretty convenient that they're in the same building as some pediatric offices. so when we visit the pediatrician we always need a special treat to coax the cooperation out, and a quick trip to starbucks always does the trick. we saw the brightly colored refreshers on a sign, so that's what we got. they were super refreshing and a perfect afternoon treat. the little dude needed a snack too, so we got a petite vanilla scone and a cake pop. service was on point and very friendly. great experience.",710,FAILED
YGjzzsaCiXTjaUXaCOpJIg,5,2020-02-09 10:43:37,2020-02,Drive thru quick and kind. One girl remembers I always want a water with my coffee and has had it ready before I asked!,drive thru quick and kind. one girl remembers i always want a water with my coffee and has had it ready before i asked!,119,FAILED
4uTZktrXrMfa6b6BnhpF9Q,4,2015-09-18 16:19:53,2015-09,"Every Starbucks should have a drive thru! I go to this one specifically because it's to much of a pain to get both my kids out of the car to get coffee in the morning. Every time I go the person who takes my order is courteous and quick. Expect to have a bit of a wait here, if the line is backed up in the drive thru it can take at least 10 minutes to get your order. It's one of their busiest locations and for that reason it can take a bit longer.","every starbucks should have a drive thru! i go to this one specifically because it's to much of a pain to get both my kids out of the car to get coffee in the morning. every time i go the person who takes my order is courteous and quick. expect to have a bit of a wait here, if the line is backed up in the drive thru it can take at least 10 minutes to get your order. it's one of their busiest locations and for that reason it can take a bit longer.",450,FAILED
2pti9iG7QtP5zchjT7eyoQ,5,2016-04-14 18:32:34,2016-04,Fantastic Starbucks!  The crew really makes this popular coffee shop stand out from its other locations.  Not only is it located in beautiful Westchase but you'll be greeted with friendly smiles and great conversation.  This is my favorite Starbucks.,fantastic starbucks! the crew really makes this popular coffee shop stand out from its other locations. not only is it located in beautiful westchase but you'll be greeted with friendly smiles and great conversation. this is my favorite starbucks.,250,FAILED
MHcwHsXdw3LiR8PL9rl2ZQ,3,2017-09-28 03:09:21,2017-09,"Oh you know, your run of the mill Starbucks.  The bathrooms were clean. This Starbucks seems much larger than other locations. There is plenty of seating as well as outdoor seating. The staff was friendly but the drinks do take quite a while. Not sure if I will be back to this Starbucks. It's in the most convenient location to get in and out.","oh you know, your run of the mill starbucks. the bathrooms were clean. this starbucks seems much larger than other locations. there is plenty of seating as well as outdoor seating. the staff was friendly but the drinks do take quite a while. not sure if i will be back to this starbucks. it's in the most convenient location to get in and out.",344,FAILED
AoIRui-M2WmyyOZpISW3HQ,4,2016-09-25 12:30:19,2016-09,"A far better experience than my last visit here a few years ago, the service was excellent and they delivered a great product thankfully...   It's no mystery that Starbucks is by far my favorite stop for coffee and other selections that are spontaneous dictated by my cravings at any given moment. I have visited literally hundreds of Starbucks' location since they've come into existence and although they all seem to be pretty consistence with the quality of the products they offer; the service, quality of the product, wait-time, cleanliness and accessibility of the location are the five points I will rate all of them on going forward - so to make the point I've recently incorporated a rating system based on this short list to calculate the rating of the locations I visit. I feel all these criterions are controllable by the corporation, the franchise owner or store manager.  Service - 5 Stars Quality - 5 Stars Wait Time - 4 Stars Cleanliness - 4 Stars Accessibility - 3 Stars  Rating 4.2 Stars","a far better experience than my last visit here a few years ago, the service was excellent and they delivered a great product thankfully... it's no mystery that starbucks is by far my favorite stop for coffee and other selections that are spontaneous dictated by my cravings at any given moment. i have visited literally hundreds of starbucks' location since they've come into existence and although they all seem to be pretty consistence with the quality of the products they offer; the service, quality of the product, wait-time, cleanliness and accessibility of the location are the five points i will rate all of them on going forward - so to make the point i've recently incorporated a rating system based on this short list to calculate the rating of the locations i visit. i feel all these criterions are controllable by the corporation, the franchise owner or store manager. service - 5 stars quality - 5 stars wait time - 4 stars cleanliness - 4 stars accessibility - 3 stars rating 4.2 stars",1005,FAILED
lhSn56CgpLqxmkze-RUvzw,5,2019-03-07 00:29:35,2019-03,Favorite Starbucks in the area mainly because of the drive thru. They are always consistent and friendly so I have no complaints.,favorite starbucks in the area mainly because of the drive thru. they are always consistent and friendly so i have no complaints.,129,FAILED
ZUTim3HOltEQK1HVtVy52A,5,2019-03-08 05:39:27,2019-03,"Always friendly service, never to long of a wait. My dog loves the free PuppaCino too","always friendly service, never to long of a wait. my dog loves the free puppacino too",85,FAILED
KYjrjVWfa0_FyY_pnRYc4g,5,2016-09-16 00:35:35,2016-09,One of the best Starbucks in the area! Quick and friendly service with an efficient drive thru. Can't ask for much more when I'm on the go!,one of the best starbucks in the area! quick and friendly service with an efficient drive thru. can't ask for much more when i'm on the go!,139,FAILED
dXJlhT3W5iI2n353zmbKfA,5,2019-05-14 02:03:16,2019-05,"Love the location because I literally live 3 minutes away so that's a plus. From what I experienced, this particular Starbucks is very generous. On the few times I get my orders wrong/drink out of stock, they'll graciously offer me a free drink - with a positive attitude as well. :)  I like to study early in the mornings but it does get crowded so if you want to have a quiet space, come in the afternoon. If you like positive vibes and an overall nice atmosphere, this place is on your list.","love the location because i literally live 3 minutes away so that's a plus. from what i experienced, this particular starbucks is very generous. on the few times i get my orders wrong/drink out of stock, they'll graciously offer me a free drink - with a positive attitude as well. :) i like to study early in the mornings but it does get crowded so if you want to have a quiet space, come in the afternoon. if you like positive vibes and an overall nice atmosphere, this place is on your list.",494,FAILED
rVwgTTwLs6mx_T2rkg5kKg,2,2020-08-18 14:21:40,2020-08,"I've been hesitant to leave a review because I know every company has their bad days, but now it's been 5-6 times and I can't dismiss it anymore. I stop at this location's drive thru on my way to work most mornings and quite few times I'm greeted with, ""What do you want"" instead of the usual ""Welcome to Starbucks.."" greeting. I typically order multiple things, and many times I've been cut off after the first item in my order with, ""Alright your total is ___, pull around"" even if I wasn't finished. After getting my order at the window, I rarely get a ""Have a good one"" or anything, they don't say a word. No smiles or anything. I just feel like I'm bothering the employees by being there. They all look irritated. I'll probably start going to the one closer to my work from now on.","i've been hesitant to leave a review because i know every company has their bad days, but now it's been 5-6 times and i can't dismiss it anymore. i stop at this location's drive thru on my way to work most mornings and quite few times i'm greeted with, ""what do you want"" instead of the usual ""welcome to starbucks.."" greeting. i typically order multiple things, and many times i've been cut off after the first item in my order with, ""alright your total is ___, pull around"" even if i wasn't finished. after getting my order at the window, i rarely get a ""have a good one"" or anything, they don't say a word. no smiles or anything. i just feel like i'm bothering the employees by being there. they all look irritated. i'll probably start going to the one closer to my work from now on.",786,FAILED
NsFXM_BWko3Gxwe0ctWVSA,3,2016-12-20 23:42:24,2016-12,"Great customer service on every visit.  Everything is always delicious.  Ive only used the drive thru at this location, but they are courteous and accurate.","great customer service on every visit. everything is always delicious. ive only used the drive thru at this location, but they are courteous and accurate.",156,FAILED
G9vB28iiIEqCkKpkNh00yQ,1,2019-01-11 14:33:58,2019-01,Sloooooow!!!! Went in when the drive through line was 20 cars deep (yes I counted).....so I went inside. I was immediately helped and then waited over 30 minutes for a grande cappuccino!! Apparently the drive through gets priority and then online orders. Don't make the mistake of going inside. Won't be at this location again. The male worker at the steamer didn't make it any better with his death glares at all the customers waiting for their drink.,sloooooow!!!! went in when the drive through line was 20 cars deep (yes i counted).....so i went inside. i was immediately helped and then waited over 30 minutes for a grande cappuccino!! apparently the drive through gets priority and then online orders. don't make the mistake of going inside. won't be at this location again. the male worker at the steamer didn't make it any better with his death glares at all the customers waiting for their drink.,452,FAILED
mfFCAXwPIzcMZEbi4hGi_Q,3,2019-10-11 02:29:11,2019-10,"So, I wanted to change my review from last time. I came back here to study but I realized that some of the tables were very wobbly and not in great conditions. Furthermore, the bathrooms (both of them) were very disgusting. As well, when I got my Pumpkin Spice Latte, there was already a lot of splatter on my cup, and the rim looked like someone drank out of it (though it is more reasonable to believe that the latte had overflowed and left its mark). However, I highly recommend the Pumpkin Spice Latte - very sweet and warm. Service was okay.","so, i wanted to change my review from last time. i came back here to study but i realized that some of the tables were very wobbly and not in great conditions. furthermore, the bathrooms (both of them) were very disgusting. as well, when i got my pumpkin spice latte, there was already a lot of splatter on my cup, and the rim looked like someone drank out of it (though it is more reasonable to believe that the latte had overflowed and left its mark). however, i highly recommend the pumpkin spice latte - very sweet and warm. service was okay.",546,FAILED
M7lniTCRF3LwTuhi7r0ENw,4,2016-10-09 02:28:48,2016-10,"Parking can be problematic, but the staff is really nice. They are also really creative--I love the displays they make out of cups and other found things. Lots of space here, and nice people. The service is usually pretty quick. Busy corner.","parking can be problematic, but the staff is really nice. they are also really creative--i love the displays they make out of cups and other found things. lots of space here, and nice people. the service is usually pretty quick. busy corner.",241,FAILED
wpPXtXb1h7xZs0l6jfLPnQ,1,2019-11-08 18:33:02,2019-11,How can you not have lids for your drinks. The person in charge of inventory should be fired,how can you not have lids for your drinks. the person in charge of inventory should be fired,92,FAILED
QPbrR2gRGfL3VOnXgw_evg,3,2016-11-13 20:05:00,2016-11,"Everyone is very friendly, but this is by far the slowest Starbucks I've ever been to. They make the drinks well but there's always a line even when it's not very busy. The waiting space gets very awkward when you have 10 people waiting for their drinks. I will continue to come since this is my neighborhood location but now using the mobile ordering option only. The speed and efficiency of this location should definitely be addressed.","everyone is very friendly, but this is by far the slowest starbucks i've ever been to. they make the drinks well but there's always a line even when it's not very busy. the waiting space gets very awkward when you have 10 people waiting for their drinks. i will continue to come since this is my neighborhood location but now using the mobile ordering option only. the speed and efficiency of this location should definitely be addressed.",438,FAILED
66cvJDxTgCXmM0eRqfh3mA,1,2015-05-04 00:52:34,2015-05,"Terrible experience!  The customer service is awful. They hardly make eye contact while you are ordering and then take forever to make your drinks. They made all of the drinks when we were there in the wrong order. People that ordered before us got their drinks after us, and those who ordered after us got theirs before. Very poorly run store. We will not be returning to this location.","terrible experience! the customer service is awful. they hardly make eye contact while you are ordering and then take forever to make your drinks. they made all of the drinks when we were there in the wrong order. people that ordered before us got their drinks after us, and those who ordered after us got theirs before. very poorly run store. we will not be returning to this location.",387,FAILED
atJ2xrwWTVg3CZJI-H7o5g,4,2013-06-15 23:45:45,2013-06,"I smellllll.... Cough-feeeee.... Say it with an New York accent, it's fun! =]","i smellllll.... cough-feeeee.... say it with an new york accent, it's fun! =]",77,FAILED
y42S-wF7Xp771wZs-9lf1w,4,2015-10-09 01:18:02,2015-10,"Here I'm in this city again and their is some sort of festival in china town. All the surrounding roads are blocked and the traffic is very backed up. Then I see the happiest sight of the day, Starbucks! Even better a nice parking space right in the front! Unfortunately they were about to close so there was no sweets left. I was able to get my hot tea though. The lady at the counter who looked very tired apologized that there were none! I told her I should not be eating more sweets any way!  It's a nice clean Starbucks with lots of seating and available wifi. Unlike most other Starbucks I've gone to, you didn't need a code or a key to use the bathrooms. It had two stales in the ladies room and was very clean. I just wish they didn't close so early!","here i'm in this city again and their is some sort of festival in china town. all the surrounding roads are blocked and the traffic is very backed up. then i see the happiest sight of the day, starbucks! even better a nice parking space right in the front! unfortunately they were about to close so there was no sweets left. i was able to get my hot tea though. the lady at the counter who looked very tired apologized that there were none! i told her i should not be eating more sweets any way! it's a nice clean starbucks with lots of seating and available wifi. unlike most other starbucks i've gone to, you didn't need a code or a key to use the bathrooms. it had two stales in the ladies room and was very clean. i just wish they didn't close so early!",758,FAILED
